h_name,pincode,contact
Dr. Mankar Memorial Blood Bank,444005,"0724 2457530, 0724 2458079"
Dr. Hedgewar Blood Bank,444005,"0724 2491264, 0724 2491265, 0724 2491266, 0724 2491264"
"ICON Blood Bank,Ganediwal Charitable Trust",444001,"0724 2421263, 0724 2421264"
Shri Balaji Blood Bank,444601,"0721 2671600, 0721 2574495"
Dr. P.D.M.H.C. Hospital and Research Centre,440603,"0721 2552353, 0721 2662323, 0721 2665545,0721 2661742"
Sant Gadgebaba Blood Bank and Component Centre,444701,"0721 2580455,0721 2580490"
Lilavati Blood Bank,443001,"07262 243811,07262 243811"
Shri. Brahman Swrankar Samaj Trust,444303,"07263 255577,07263 259334"
Dr Late Sadanadaji Burma Memorial Blood Bank,NA,"07252 232056, 07252 233092"
Sau Kantadevi Dale Blood Bank,444505,"07252 234343,07252 235606"
Aieshwarya Blood Bank,445001,"07232 252500,07232 242340"
Shri Gajanan Blood Bank And Components,444001,07232 242985
Ekneel Blood Bank,445001,07232 250111
Reginal Blood Bank Government Medical College and Hospital,NA,"0240 2402108, 0240 2402108,0240 242418"
MGM Medical College and Hospital Blood Bank,400012,"0240 6601100, 0240 2484445, 0240 2487727"
Dattaji Bhale Blood BankHedgewar Hospital,431005,"0240 2335196, 0240 2352371, 0240 2343481, 0240 2331195"
Lokmanya Blood BankGopinath Chambers,431005,"0240 2335516,0240 2328632,0240 2342877, 0240 232862"
Seth Nandlal Dhoot Hospital Blood Bank,431210,"0240 2489001, 0240 2485331"
Arpan Voluntary,431001,"0240 2345359,0240 6604204, 0240 2390814"
Amruta Blood Bank,431001,"0240 2060145,0240 2351145"
"Civil Surgeon, General Hospital",431203,"02482 224381, 02482 224393"
Jankalyan Blood Bank,431203,"02482 238397, 02482 243085,02482 232407"
Noor Hospital Blood Bank,431202,02482 222515
"Civil Surgeon, District General Hospital Blood Bank",414001,"02452 223458, 02452 231287"
"Civil Surgeon, District General Hospital Blood Bank",431513,02456 224118
Dr. Shankarrao Chavan Government Medical College and Guru Govindsinghji Memorial Hospital Blood Bank,NA,"02462 235711,02462 234702"
Indian Red Cross Society Blood Bank,431602,"02462 236699,02462 231012,02462 236633, 02462 227335"
Golvalkar Guruji Blood Bank,431601,02462 243300
Arpan Blood Bank,431601,"02462 241587, 02452 239587"
Arpan Voluntary,431601,"02462 245551,02462 245552, 02462 245555"
Guru Gobindsinghji Blood bank,431601,02462 233332
"Civil Surgeon, Government Medical College General Hospital Blood Bank",413512,"02382 257670, 02382 253017"
Dr. Bhalchandra Blood Bank,413512,"02382 246078, 02382 254994"
Smt. Saraswati Karad Blood Bank,413531,"02382 227424, 02382 227028"
Nagappa Amberkhane Blood Bank,413517,02385 258325
Arpan Blood Bank,413512,"02382 251476,02382 252476"
"Civil Surgeon, General Hospital Blood Bank",413501,"02472 226924,02472 226924"
Shri Krishna Blood Bank,413606,"02457 252004, 02457 252232, 02457 252469"
"Civil Surgeon, General Hospital Blood Bank",431122,"02442 220609, 02442 222618"
Swami Ramanand Tirth Arben Medical College Hospital Blood Bank,431517,"02446 244472, 02446 247132"
Vaidynath Blood Bank,431515,02446 223584
Navjivan Blood Bank,431122,"02442 233423, 02442 232434, 02442 223975"
Aurangabad Blood Bank,431001,0240 2330400
Newlife Blood Bank,431401,02452 220222
Nanded Blood Bank,NA,02462 233810
Lions Blood Bank,431005,0240 2337255
Hazur Saheb Blood Bank,431601,"02462 248888, 02462 239999"
"Maule Pratishtan ,Mauli Blood Bank",NA,02382 224000
Arpan Blood Bank,NA,02446 245002
"Government Medical College Blood Bank, Nagpur",440003,"0712 2744695, 0712 2744489"
Super Speciality Hospital and Medical Post Graduate Institute Blood Bank,440003,"0712 2703501, 0712 2746682"
Indira Gandhi Medical College and Hospital Blood Bank,440018,"0712 2728621, 0712 2774766"
Civil Hospital Bandera Blood Bank,441904,"07184 252247, 07184 255151"
General Hospital Blood Bank,442401,"07172 25040, 07172 252103, 07172 253992"
Sub-District Rural Hospital Blood Bank,442705,"07133 272072, 07133 202072"
"Civil Surgeon, General Hospital Blood Bank",442605,"07132 222056, 07132 222644"
Bai Gangabai Ladies Hospital Blood Bank,441601,07182 237034
Daga Memorial Women Government Hospital Blood Bank,440002,"0712 2729202, 0712 2729333, 0712 2729333"
"District - Civil Surgeon, General Hospital Blood Bank Wardha",442001,"07152 245249, 07152 250624"
"Central India Institute of Haematology and Oncologys Blood and Blood Component Bank and Apheresis Unit,Superspeciality Blood and Cancer Hospital",440012,"0712 2430038 , 0712 2428972 , 0712 6464198"
Abashed Blood Bank,441904,07184 250786
Ankur Hospital Blood Bank,442402,"07172 251522, 07172 255522 , 07172 264522"
"Dr. Ninawe Blood Bank, Ninawe Hospital",442402,"07172 254884, 07172 254994"
Cristanand Education Society Blood Bank,441206,"07177 272016, 07177 271109, 07177 271109"
Jeevan Jyoti Blood Bank and Component,440010,"0712 2231660, 0712 2230876"
Dr. Hegdewar Blood Bank,440010,"0712 2528292, 0712 2538900, 0712 6542233, 0712 2560033"
Sainath Blood Bank,440010,0712 2452035
Ayush Blood Bank and component Lab,440010,"0712 6618666, 0712 5631137"
Lifeline Blood Bank Components and Apherisis Centre,400010,"0712 6618222, 0712 2436167"
Rainbow Blood Bank,440010,"0712 6636666, 0712 6636666"
"NKP Salve Inst.of Med.Sci. and Res.Center.Lata Mangeshkar Hosp, Blood Bank",440019,"07104 236290, 07104 236290, 07104 236291, 07104 232905"
Kasturba Health Society Blood Bank,442102,"07152 284108, 07152 284333"
Jawaharlal Nehru Medical College Blood Bank,442004,"07152 287877, 07152 287701, 07152 287706, 07152 287714 , 07152 287711"
Shri Bhausaheb Hire Government Medical College and Hospital,424001,02562 288833
"Civil Surgeon, General Hospital",414001,"0241 2430127, 0241 2431985, 0241 2430127"
General Hospital Blood Bank,425001,"0257 2226642, 0257 2252145"
"Civil Surgeon, District General Hospital Blood Bank",425412,"02564 202510, 02564 210135,02564 226225, 02564 210122"
"Roachabai Sugnomal Manwani, Cantonment General Hospital",422401,"0253 2493365, 0253 24913377, 0253 541377, 0253 2462068"
"Civil Surgeon, District- Civil Hospital Blood Bank",422001,"0253 2318020, 0253 2577949"
Sainik Aspatal Military Hospital Blood Bank,NA,NA
"Sanjeevani Blood Bank,Kopargaon",423601,"02423 222237, 02423 224885, 02423 223117, 02423 223009"
"Rotary Blood Bank, Rahuri Charitable Trust",413705,"02426 232975, 02426 232893"
Arpan Blood Bank,414001,"02425 226036, 02425 226036"
"Jankalyan Blood Bank, Nalegaon",414001,"0241 2346647, 0241 2329827, 0241 2325661"
"Pravara Medical Trust Blood Bank, Pravara Rural Hospital and Medical Dental College Loni (BK)",413736,"02422 271201, 02422 271528, 02422 2733413"
Jondhales Nitya Seva Blood Bank,413709,"02422 224000, 02422 225000, 02422 222797, 02422 224000"
Shri. Sainath Blood Bank,423109,"02423 258794, 02423 258660"
Padm.Dr.Vithalrao Vikhe Patil Found.Ahmednagar Med.Collg.Hospital,414111,"0241 2778042, 0241 2779782"
Shrirampur Blood Bank,413709,"02422 224293, 02422 210600"
Anand rushiji Blood Bank,414001,"0241 2320472, 0241 2359085"
"Jeevanraj Charitable Foundation,s Ahmednagar Blood Bank",414001,0241 2450099
"Nandkishor Education Society, Arpan Blood Bank",414001,"0241 2451700, 0241 2451800"
"Shree Navjeevan Blood Bank and Component Laboratary, Dhule",424001,"02562 245662, 02562 246289, 02562 245662"
Jawahar Medical Foundation Blood Bank,424001,"02562 276317, 02562 277298"
Jeevan Jyoti Blood Bank,424001,"02562 232807, 02562 236807"
Janseva Blood Bank,424001,02562 238262
Madhavrao Golwalkar Swayamsevi Blood Bank,425001,"0257 2234590, 0257 2261979"
Jeevan Surabhi Blood Bank,424101,"02589 223833, 02589 222833"
Jeevanshri Raktapedi,425401,NA
Dhanwantri Blood Bank,425201,02582 243243
Godavari Foundations Dr.Ulhas Patil Medical College and Hospital Blood Bank,425309,"0257 3058539, 0257 3058526"
Jankalyan Rakta Pedhi,425412,"02564 226934, 02564 226935,02564 222226"
Ansar Blood Bank,423203,"02554 238383, 02554 230169, 02254 230039"
Arpan Blood Bank and Blood Component Laboratory and Research Centre,422001,"0253 2576058, 0253 2311358, 0253 2313662"
Malegaon Blood Bank,423105,"02554 252731, 02554 256967, 02554 252731, 02554 256967"
Jankalyan Blood Bank,NA,"0253 2573493, 0253 2575249, 0253 2313722"
Seva Blood Bank,NA,02554 321825
NDMVPS Medical College and Hospital Blood Bank,NA,"0253 2303802, 025 32303930"
Samta Blood Bank,422001,"0253 2504199, 0253 2504299"
Sanjeevani Blood Bank,422006,0253 2411888
Jijau Mahila sevabhavi sansthan Nashik Blood Bank and Transfusion Research institute blood bank,NA,0253 2232996
Poonam Janjagruti Sansthan Sanchit Ashtavinayak Blood Bank,414003,"0241 2421334, 0241 2421335"
"HAL Ozar Township Infront of Gem High School ,Ozar ,Tal-Niphad,Nashik",NA,"02550 275463, 02550 275849"
Indian Red Cross Society Blood Bank,425001,"0257 2226233, 0257 2236255, 0257 2235855, 0257 2226233"
Askaran Tarachand Jain Blood Bank,425107,"02586 221019, 02586 220457, 02586 220468"
J.D.C. Bytco Hospital Blood Bank,422101,"0253 2460251, 0253 24605352"
Atul Medical and Rehabilitation Societys Arpan Blood Bank,424001,NA
Arpan Blood Bank,424001,"02562 229163, 02562 229164"
"Shree Swami Samartha Vaidyakiya Shaikshanik andSanshodhan Sanstha, Late Shri Mukeshbai Patel Blood Bank( Whole Human Blood and other 4 component)",425405,"09422562094, 09823000000"
Shahada Blood Bank( Whole Human Blood ),NA,02565 223446
Rajashri Chatrapati Shahu Maharaj Government Medical College and chatrapati Pramilaraje General Hospital Blood Bank,416002,"0231 2665750, 0231 2644337"
Pune Chest and General Hospital Blood Bank,NA,"020 27285432, 020 27286458"
Sasoon Sarvopchar Hospital Blood Bank,NA,"020 26126868, 020 24480431"
Armed Forces Blood Bank,411040,"020 26026038, 020 26306337"
"Padma bhushan Vasantdada Patil (Civil Surgeon), Government General Hospital Blood Bank",416416,"0233 2374651, 0233 2374585"
"S.S.Venutai.Y.Chavan Sub-District Hospital, Blood Bank Karad",415110,"02164 222459, 02164 222459, 02164 221020"
"Civil Surgeon, Sarva Samanya Hospital Blood Bank",415001,"02162 238494, 02162 235640"
Dean Chatrapati Shivaji Maharaj Sarvopchar Hospital Blood Bank,413003,"0217 2310766, 0217 2749440"
"Late Balasaheb Datye, Lions Blood Bank",416115,"0230 2436130, 0230 2422117"
Rajarshi Shahu Blood Bank,416002,"0231 2651640, 0231 2324051"
Mahatma Gandhi Hospital Blood Bank,416137,"0230 2477081, 0230 2477082, 02342 251509"
Annasaheb Galatge Lions Blood Bank,416502,"02327 223100, 02327 226355, 02327 223100"
"Acharya Shree Tulsi Blood Bank,Udgaon",416101,"02322 227955, 02322 228455, 0230 2438011"
Dr. D.Y Patil Hospital Blood Bank,416003,"0231 2653286, 0231 2651027"
"Arpan Blood Bank, Blood Component and Apheresis Centre Kolhapur",416001,"0231 2640588, 0231 2640599, 0231 6617208"
Jankalyan Raktapedhi Pune,411002,"020 24449527, 020 24444502, 020 24441463"
Inlaks Budharani Hospital Blood Bank,411001,"020 66099999, 020 66099727, 020 66099703"
Indian Serological Institute Blood Bank,411030,"020 24535244, 020 24535245, 020 24538453"
"Acharya Anandrushiji Blood Bank, Pune",411030,"020 24537627, 020 65250707, 020 24531600"
Akshay Blood Bank,411028,"020 26993247, 020 30924264, 020 30924265"
"Garware Blood Bank, Talegaon Rural Hospital",410507,"02114 223916, 02114 308399"
Jahangir Nursing Home Blood Bank,411001,"020 66811722, 020 66811723,020 26050866"
KEM Hospital Blood Bank,411001,"020 26125600, 020 66037324, 020 26125603"
Medical Foundation A.H. Wadia Trust Blood Bank,411001,"020 26166318,020 26124527"
Bharati Vidyapeeth Medical Foundations Bharati Hospital Blood Bank,411043,"020 40555555,020 24379432"
Padmashree Dr.D.Y Patil (Vishweshwar) Blood Bank,411018,"020 27423844,020 27420439"
Deenanath Mangeshkar Hospital,411004,"020 6602307, 020 6602308, 020 6602313, 020 25420104"
Poona Serological Institute Blood Bank,411011,"020 26133387, 020 26141719, 020 27472876"
Sahiyadari Speciality Hospital Blood Bank,411004,"020 25403232, 020 67213000"
Aditya Birla Memorial Hospital Blood Bank,411033,"020 30717690, 020 30717676"
Rakesh Jain Memorial Blood Bank,411030,"020 24331706, 020 66069000, 020 24338477"
Noble Hospital Blood Bank,411013,"020 66285050, 020 66285199"
Smt Kashibai Navale General Hospital Blood Bank,411041,"020 241062299, 020 24699884, 020 24106274"
Pimpari Serological Institute Blood Bank,411018,"020 27421179, 020 27427779"
Chakan Blood Bank,410501,02135 202141
R.G Gholap Memorial Blood Bank,411009,NA
"Kranti Mitra Mandal Charitable Trusts, Pune Blood Bank",411028,"020 26992828, 020 64782828, 020 26993703"
Rajaram Bapu Blood Bank,415409,"02342 224939, 02342 224108,02342 224939"
Vasantdada Patil Blood Bank and Haematology Research Centre,416410,"0233 2222319, 0233 2229619"
"Miraj Medical Centre, Wanless Hospital Blood Bank",416410,"0233 2223291,0233 2223493"
Jeevan Rekha Charitable Trust Blood Bank,416416,"02344 248000, 02344 248922,02344 247499, ,02344 247488"
Smt. Anila Kantilal Kothari Blood Bank and dept. of hemato Oncology,416410,"0233 2212155, 0233 2211601,0233 2211603"
Bharati Vidyapeeth University Medical college And Hospital,416414,"0233 2601594 , 0233 2601593"
Hindratna Prakashbapu Patil Blood Bank,416416,0233 2672233
"Miraj Serological Institute Blood Bank, Miraj",416410,"0233 6451819, 0233 2211400"
Akshay Blood Bank,416410,"0233 2212448, 0233 2212449"
Phaltan Medical Foundation Blood Bank,415523,"02166 221197, 02166 220897,02166 220007"
"Krishna Hospital and Medical Research Centre, Blood Bank, Karad",415110,"02164 241456 ,02164 242170"
"Akshay Medical Trust, Akshay Blood Bank",415002,"02162 230730, 02162 329293,02162 239920"
"Mauli Blood Bank, Satara",415001,"02162 222586, 02162 222031"
Yashwantrao Chavan blood bank,415110,02164 228122
Shri Markendya Charitable and Medical Trust Irrapanna N Boli Blood Bank,413006,"0217 2653829, 0217 2390144, 0217 2620348"
"Dr. Hegdewar Rakta Pedhi Sanstha, Solapur",413001,"0217 2311215, 0217 2311281, 0217 2311215, 0217 2311281"
Solapur Blood Bank,413001,"0217 2317242, 0217 2318028"
"IMA, Sahakar Maharshi Shankarrao Mohite Patil Blood Bank",413101,"02185 222101, 02185 225601, 02185 222665, 02185 222166"
Akshay Blood Bank,413003,"0217 2315025, 0217 26993247"
"M.M.Patel Public Charitable Trust, Ashwini Rural Medical College and Hospital Blood Bank",413006,"0217 2280897, 0217 2312763"
"Athar Minorities Social and Welfare Associations, Athar Blood Bank",413002,"0217 2622999, 0217 2622999"
"Sai Seva Medical Foundation,Vaibhavlaxmi Blood bank",416001,"0231 6454949, 0231 2664949"
Indian Red Cross Society (IRCS) (Late Manikbai Chandulal Saraf) Blood Bank,413102,"02112 222951, 02112 320910"
"Indian Red Cross Society Blood Bank , Shirgaonkar Blood Bank",416416,"0233 2373044, 0233 2372376,0233 2331521"
"Indian Red Cross Soceity, Shriman Rambhai Shah Blood Bank",413401,"02184 222399, 02184 222399"
"Indian Red Cross Society, Bai Gopabai Damani Blood Bank",413001,"0217 2726858, 0217 2722106,0217 2726857"
"Indian Red Cross Society, Sarjubai Bansila Bajaj Blood Bank",413304,"02186 223650, 222219, 02186 224288"
Kolhapur Municipal Corporation Blood Bank Kolhapur,416002,"0231 2541870, 0231 2541830"
Krantiveer Chapekar Bandhu Blood Bank,411033,"020 27610054, 020 27610042"
"The new century Medical and Educational foundation malegaon, Nashik",411007,020 46608585
Ekta Apang Vikas Sansthas Ayush Blood Bank,411028,020 26855144
Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank,411030,020 65266999
Chattrapati Shahu Maharaj Pratisthans Aadhar Blood Bank,411030,020 65267000
Shree Basaveshwar Manav vikas gramin sevabhavi sansthas Adarsh Blood Bank,416416,"09604520087, 07798539069"
Azad Panchis Groups Sddheshwar Blood Bank,413003,0217 2323222
Vande mataram samajik Samsthas Jeevandhara Blood Bank,416008,0231 2526363
Sanjeevan Blood Bank,416002,"0231 2668032, 0231 2668031"
"Azad Panchi Group Charitable Trusts , Miraj Serological Institute Blood Bank",416416,0233 6451821
Shri.R.R.Patil Shikashan Sheti sanshodhan Aani vikas sansthas Adhar Blood Bank,416115,"0230 2430073,0230 2426464"
National Plasma Fractionation Centre,400012,NA
Blood Bank District Hospital,NA,NA
J.N. Hospital Blood Bank,NA,"0385 2443142, 0385 2443144"
"Blood Bank, Regional Institute of Medical Sciences (RIMS) Hospital",795004,0385 2414750
"Shija Blood Bank and Transfusion Services, situated at Shija Hospital and Research Institute",NA,0385 2055584
District HospitalBlood Bank and Transfusion Unit,795138,0384 8222214
Military Hospital,NA,"0364 2224300, 0364 2224302"
Nazareth Hospital,793003,0364 2210200
Pasteur Institute (Regional Blood Bank),NA,0364 251629
Civil Hospital,794001,03651 232951
North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences,793018,0364 2538063
Civil Hospital,793150,03652 20735
Dr. H. Gordon Roberts Hospital (KJP) Hospital,793002,NA
Civil Hospital,796701,0372 2324555
"Civil Hospital, Aizawl",796001,0389 2323236
"District Hospital, Champhai",796321,03831 234926
"District Hospital, Kolasib",796081,03837 221930
"District Hospital, Saiha",796901,03835 222006
"Christian Hospital, Serkawn",796701,0372 2342268
"Synod Hospital, Durtlang",796025,0389 2361222
"District Hospital, Mamit",796441,0389 2565655
"District Hospital, Serchhip",796181,03838 226184
"District Hospital, Lawngtlai",796891,03835 233566
Dr. Imkongliba memorial District Hospital Blood Bank,798601,NA
Blood Bank Civil Hospital,NA,NA
General Hospital,903154,NA
Naga Hospital Authority Blood Bank,797001,NA
Military Hospital Blood Bank,NA,NA
Christian Institute of Health Sciences & Research,NA,NA
"Model Blood Bank, Dist. Hospital",797112,NA
"District Hospital,Blood Bank",978612,NA
"District Hospital,Blood Bank",797111,NA
"District Hospital,Blood Bank",798620,NA
"District Hospital,Blood Bank",797108,NA
Red Cross Blood Bank,NA,"06646 234104, 06683 227909"
Nehru Satabdi Central Hospital & Blood Bank,764081,NA
Asha Kiran Hospital Blood Bank,764081,NA
"Nalco Hospital, Nalco Limited",NA,NA
Orissa Red Cross Blood Bank,NA,0674 2394985
HAL Hospital Blood Bank (Hindusthan Aeronatics Limited),NA,NA
Jyotthi Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06683 227909
Orissa Red Cross Blood Bank Blood Bank,NA,NA
Red Cross Blood Bank,NA,06731 220824
Orissa Red Cross Blood Bank,NA,06861 231200
Odisha Red Cross Hospital Blood Bank,NA,0663 253374
Paradip Port Trust Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06841 222202
Community Welfare Society Hospital,NA,NA
Orissa Red Cross Blood Bank,NA,NA
Red Cross Blood Bank,NA,06728 225177
Orissa Red Cross Blood Bank,NA,06784 251817
Vesaj Patel Hospital & Research Centre,769004,NA
Evangelical Hospital Blood Bank,766107,NA
Christian Hospital Blood Bank.,NA,NA
Catholic Mission Hospital,NA,NA
Orissa Red Cross Blood Bank,NA,06670 234952
Red Cross Blood Bank,NA,06852 252101
Red Cross Blood Bank,NA,06755 223978
SUM Hospital Blood Bank,NA,NA
Ashwini Hospital Blood Bank,753014,NA
Orissa Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,757043,NA
Orissa Red Cross Blood Bank,757043,067494 222002
Orissa Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06645 272180
Red Cross Blood Bank,NA,06792 254641
Blood Bank,NA,NA
Orissa Red cross Blood Bank,NA,NA
Orissa Red Cross blood Bank,NA,06658 222229
Orissa red Cross Blood Bank,NA,06654 220150
Central Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06842 253006
Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06641 226182
Red Cross Blood Bank,NA,06795 232288
Orissa Red Cross Blood Bank,NA,06815 222467
Orissa Red cross Blood Bank,NA,06852 252101
Acharya Harihar Red Cross Blood Bank,752001,06752 224097
Orissa Red Cross Blood Bank,NA,0663 253374
Orissa Red Cross Blood Bank,NA,6642 220509
Odisha Red Cross Blood Bank,NA,06727 233334
Red Cross Blood Bank,NA,0661 2401770
Orissa Red Cross Blood Bank,NA,NA
Neheru Shatabdi Central Hospital Blood Bank,759103,06760 242020
Red Cross Blood Bank,NA,06622 273225
TISCO Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06782 241496
Jagannath Blood Transfusion Centre,NA,NA
Kalinga Hospital,NA,NA
Orissa Red Cross Blood Bank,NA,0674 2591206
Orissa Red Cross Blood Bank,NA,06796 221832
Immuno Haematology & Blood Transfusion Centre,NA,NA
Central Red Cross Blood Bank,NA,0671 2302258
Orissa Red Cross Blood Bank,NA,NA
"Christian Hospital, Blood Bank",765019,NA
Orissa Red Cross Blood Bank,NA,NA
NTPC/ TSTPS Hospital,NA,NA
Kalinga Institute of Medical Sciences Blood Bank,NA,NA
Oriss Red Cross Blood Bank,NA,67464 230880
"Blood Bank, Sardar Rajas Medical College Hospital & Research Centre",766001,NA
Orissa Red Cross Blood Bank,NA,06767 240898
Apollo Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06644 253085
Red Cross Blood Bank,NA,06753 252189
Orissa Red Cross Blood Bank,NA,06854 233600
Odisha Red Cross Blood Bank,759001,06762 221388
Orissa Red Cross Blood Bank,NA,0663 2431420
Nalco Hospital Blood Bank,759145,NA
Biju Pattnaik Red Cross Blood Bank &Transfusion Centre,767001,06657 220464
Orissa Red Cross Blood Bank,NA,NA
Hi-Tech Medical College & Hospital,NA,NA
Odisha Red Cross Blood Bank,NA,NA
Central Hospital Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06760 242020
O.R.C.B. & Blood Transfusion Centre,NA,06672 242077
"J.M.J. Hospital Blood Bank, Baripali",NA,NA
Red Cross Blood Bank,NA,NA
Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06763 254213
Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,0680 2292534
ORC Blood Bank,NA,06726 224957
Orissa Red Cross Blood Bank,NA,06856 236465
HI-Tech Medical College & Hospital,NA,NA
Orissa Red Cross Blood Bank,NA,06652 230646
Orissa Red Cross Blood Bank,NA,06766 254380
Orissa Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,0661 2401770
Orissa Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06642 220509
Orissa Red Cross Blood Bank,NA,NA
Orissa Red Cross Blood Bank,NA,06796 221832
Indhira Gandhi Govt General Hospital Blood Bank,605009,NA
Government General Hospital Blood Bank,NA,04368 222450
JIPMER,605006,0413 22966170413 22712690413 22772940413 2277041
Govt General Hospital Blood Bank,NA,0490 2332225
Govt General Hospital Blood Bank,NA,NA
St. Josephs Hospital,NA,0413 23395130413 2223006
Pondicherry Private Hospital Association,NA,0413 2212874
Vinayaka Missions Medical College & Hospital,NA,04368 263255 04368 263277
Pondicherry Institute of Medical Sciences,NA,"0413 2656271, 0413 2656272, 0413 2656700"
Mahatma Gandhi Medical College & Research Institute,NA,0413 2615449
Aarupadai Veedu Medical College,NA,"0413 2477316, 0413 2477317, 0413 2615625"
Sri Manakula Vinayagar Medical College Hospital,NA,"0413 2643000, 0413 2643014, 0413 6533912"
Sri Lakshminarayana Institute of Medical Sciences,NA,"0413 2661998, 0413 2666130, 0413 6531599"
Sri Venkateshwara Medical College Hospital & Research Centre,NA,"0413 2644482, 0413 2260601"
Yanam Oldage,NA,0884 2324933
Indira Gandhi Medical College and Research Institute,NA,"0413 2656271, 0413 2656272,0413 2656700"
East coast Hospitals,NA,0413 2615449
Rajiv Gandhi Government Women and Child Hospital,605005,NA
A.G. Padmavathis Hospital Limited,NA,"0413 2477316, 0413 2477317,0413 2615625"
"Blood Bank, Shri Guru Ramdas Hospital Research and Medical Institute",NA,0183 2870345
Green Avenu Blood Bank,NA,"01853 264022, 01853 2644614"
Shri Guru Teg Bahadur Charitable Hospital,NA,NA
SNS Pahawa Hospital,NA,01612 634181
Red Cross Regional Blood Bank,NA,"01612 441257,01628 262474"
Sri Guru Harkrishan Sahib Eye Hospital Trust,NA,NA
"Blood Bank, Civil Hospital",NA,01652 222102
"Blood Bank, Maharaj Sawan Singh Charitable Hospital",NA,NA
"Blood Bank, Civil Hospital",NA,"01638 262105,01638 265695"
Shivam Hospital,NA,"01882 248173,01882 248273,01882 248199"
"Blood Bank , Dayanand Medical College Hospital",NA,"0161 2304289,0161 2302620"
"Blood Bank, Christian Medical College and Brown Memorial Hospital",NA,"0161 2229010 22,0161 2609958"
"Blood Bank, Mohan Dai Oswal Cancer Treatment and Research Foundation",NA,"0161 2676100, 0161 2676102,0161 5094538"
Civil Hospital,NA,"01871 240144, 08146 302299"
Civil Hospital,NA,01852 222755
Civil Hospital,NA,01851 244949
Civil Hospital,NA,01632 242964
GMC and RH- Patiala,NA,"0175 2203912, 0175 2203912, 0175 2223912,"
Civil Hospital,NA,NA
Military Hospital Blood Bank,NA,NA
"Blood Bank, Baba Budha Sabib Cardiac Centre Ltd.",NA,"0181 2222244, 0181 2222266, 0181 2222288, 0181 2222299"
Anil Blood Bank,NA,NA
"Blood Bank, Civil Hospital",NA,0181 2233356
"Blood Bank, Dr. Anil Bhaghi Memorial Hospital",NA,"01632 220555,01632 220556"
"Blood Bank, Guru Govind Singh Medical College Hospital",NA,01639 250068
"Blood Bank, Civil Hospital",NA,01881 228040
Dr. Kanwaljit singh grover memorial charitable society (regd.),NA,NA
Civil Hospital,NA,"01636 220140, 01636 230540"
Civil Hospital,NA,"01628 221724, 01628 221724, 0161 441257"
Civil Hospital,NA,"0161 2610577, 0161 2226999, 0161 2610577, 0161 2610502"
Civil Hospital,NA,"01634 221430, 01634 221400, 01634 221430"
"Blood Donors Council, Blood Bank (Voluntary org.)",NA,"01823 221940,01823 220974"
Military Hospital,NA,"0164 2291174,0164 2290946"
Military Hospital,NA,"0181 2260107, 0181 2260232"
Civil Hospital,NA,01676 231433
"Blood Bank, Kidney Hospital and Life Line Medical Institutions",NA,"0181 2440252, 0181 2272236"
"Civil Hospital, Malerkotla",NA,016712 231433
Civil Hospital,NA,NA
Civil Hospital,NA,01882 250700
Tagore Heart Care andResearch Center Pvt. Ltd.,NA,"0181 2254441, 0181 4685700"
Civil Hospital,NA,"0164 2212501,0164 2210711"
BBMB Hospital Blood Bank,NA,NA
Ohri Hospital Blood Bank,NA,0181 2222259
"Blood Bank, Civil Hospital",NA,"01822 233750, 01628 20102"
"Blood Bank, Sacred Heart Hospital",NA,0181 2670664
"159, General Hospital, C/o 56 APO, Military Hospital",NA,"01632 242391, 01632 242392"
Civil Hospital,NA,NA
Civil Hospital,NA,01762 225539
Civil Hospital,NA,01763 232203
Civil Hospital,NA,01826 222549
Amandeep Hospital,NA,0183 2566738
Civil Hospital,NA,223102
Civil Hospital,NA,01821 220053
Bhai Ghanayiaji Charitable Societ,NA,01882 229547
Shri Guru Nanak Dev Hospital,NA,"0183 2426918,0183 2222173"
Adlakha Hospital,NA,"0183 2225353, 0183 2564629"
Indian Medical Association,NA,01882 222244
Dr. B.L. Kapoor Memorial Hospital,NA,"01612743053, 01612741114, 01612750050"
Civil Hospital Phagwara,NA,01824 228290
Fortis Heart Institute,160062,"0172 5096222, 0172 5096221"
SGL Charitable Hospital,NA,0181 2481205
Patel Hospital Pvt. Ltd.,NA,0181 3041000
Silver Oks Hospital,NA,"0172 221103, 0172 2211308"
Civil Hospital,NA,0160 2280797
